V1	V2	coex_TNV.tsv	ppi.tsv	coex_SPL.tsv	HP.tsv	coex_BRO.tsv	coex_GEJ.tsv	coex_SKN.tsv	coex_BRC.tsv	coex_ARG.tsv	coex_CLS.tsv	MP.tsv	coex_FIB.tsv
ATP1A1	YWHAQ	0	0	1	0	0	0	0	0	0	0	0	0
ATP1A1	TPM3	0	1	0	0	0	0	0	0	0	1	0	0
ATP1A1	DNM2	0	0	0	0	0	0	0	0	0	1	0	0
ATP1A1	CANX	0	0	1	0	0	0	0	0	0	0	0	0
ATP1A1	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
ATP1A1	PIK3CB	0	0	0	0	0	0	0	0	0	0	0	1
ATP1A1	SLC9A3R1	0	0	0	0	0	0	0	0	0	1	0	0
ATP1A1	DHX9	0	0	1	0	0	0	0	0	0	0	0	0
ATP1A1	ATL1	0	0	0	0	1	0	0	0	0	0	0	0
ATP1A1	ARL6IP1	0	0	1	0	0	0	0	0	0	0	0	0
ATP1A1	HNRNPF	0	0	1	0	0	0	0	0	0	0	0	0
ATP1A1	MOV10	0	0	0	0	0	0	0	0	0	0	0	1
ATP1A1	APP	0	0	0	0	0	0	0	1	0	0	0	0
ATP1A1	PIM3	1	0	0	0	0	0	0	0	0	0	0	0
ATP1A1	CHP1	0	0	0	0	0	0	0	0	0	1	0	0
ATP1A1	ZNF598	0	1	0	0	0	0	0	0	0	0	0	0
ATP1A1	DAG1	0	0	0	0	0	0	0	0	1	0	0	0
ATP1A1	OXR1	0	0	0	0	1	0	0	0	0	0	0	0
ATP1A1	SLC50A1	0	0	0	0	0	0	0	0	0	1	0	0
ERBB2	CYP26C1	0	0	0	1	0	0	0	0	0	0	0	0
ERBB2	KHDC3L	0	0	0	1	0	0	0	0	0	0	0	0
ERBB2	FAM126A	0	0	0	0	0	0	0	0	1	0	0	0
ERBB2	SGPL1	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	GNB4	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	GAN	0	0	0	0	0	0	1	0	0	0	0	0
ERBB2	ATP6AP1	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	CYP2C19	0	0	0	1	0	0	0	0	0	0	0	0
ERBB2	FBXO38	0	0	0	0	0	0	0	0	0	0	0	1
ERBB2	DNAJB6	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	GJB3	0	0	0	0	0	0	1	0	0	0	0	0
ERBB2	PNKP	0	0	0	0	0	0	0	0	0	1	0	0
ERBB2	NXF1	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	YAP1	0	0	0	0	1	0	0	1	0	0	0	0
ERBB2	EGFR	0	1	0	0	0	0	0	1	0	0	0	0
ERBB2	YWHAQ	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	STAT5B	0	0	0	0	0	0	0	0	0	0	0	1
ERBB2	PSAP	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	DNM2	0	1	0	0	0	0	0	0	0	1	0	0
ERBB2	CANX	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	ERBIN	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	SPTAN1	0	0	1	0	0	0	0	0	0	0	0	0
ERBB2	ADCY6	0	0	0	0	0	0	0	0	0	1	0	1
ERBB2	HGSNAT	0	0	0	0	0	0	0	0	0	0	0	1
ERBB2	MOV10	0	0	0	0	0	0	0	1	0	0	0	0
ERBB2	ARHGAP19	0	0	0	0	0	0	0	0	1	0	0	0
ERBB2	INF2	0	0	1	0	0	0	0	0	0	1	0	0
ERBB2	PPIP5K1	0	0	0	0	0	0	0	0	0	1	0	0
ERBB2	AHNAK2	0	0	0	0	0	0	1	0	0	0	0	0
ERBB2	GPR37L1	0	0	0	0	0	0	0	1	0	0	0	0
ERBB2	LRSAM1	0	0	0	0	0	0	1	0	0	0	0	0
ERBB2	STIP1	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	ATP1A1	0	1	0	0	0	0	0	0	0	0	0	0
ERBB2	ERBB2	0	1	0	0	0	0	0	0	0	0	0	0
HSPB8	SPG11	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	IGHMBP2	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	CIAPIN1	0	1	0	0	0	0	0	0	0	0	0	0
HSPB8	SYT2	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	GNB4	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	JPH1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	SIGMAR1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	DCAF8	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	MFN2	0	0	0	1	0	1	0	0	0	0	0	0
HSPB8	SETX	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	DYNC1H1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	YARS	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	SACS	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	SPTLC1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	GARS	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	GAN	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	AIFM1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	PRPS1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	TDP1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	AARS	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	MTMR2	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	SLC5A7	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	DNAJB6	0	1	0	0	0	0	0	0	0	0	0	0
HSPB8	HSPB3	0	1	0	1	0	0	0	0	0	0	0	0
HSPB8	KIF1B	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	KARS	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	RAB7A	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	VCP	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	BEX3	0	0	1	0	0	0	0	0	0	0	0	0
HSPB8	CALM1	0	0	0	0	0	1	0	0	0	0	0	0
HSPB8	YAP1	0	0	0	0	1	0	0	0	0	0	0	0
HSPB8	TPM3	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	DNM2	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	APTX	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	TRPV4	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	NEFL	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	LITAF	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	MAP1A	0	0	0	0	0	0	0	0	0	1	0	0
HSPB8	INF2	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	DDHD1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	AHNAK2	0	0	0	0	0	0	0	0	0	1	0	0
HSPB8	KLC2	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	GDAP1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	PLEKHG5	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	ACTA1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	GJB1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	SH3TC2	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	LRSAM1	0	0	0	1	0	0	0	0	0	0	0	0
HSPB8	HSPB8	0	1	0	0	0	0	0	0	0	0	0	0
CRELD1	DNAJB6	0	0	0	0	0	0	0	0	0	1	0	0
CRELD1	DEDD2	0	0	0	0	1	0	0	0	0	0	0	0
CRELD1	RNF4	0	1	0	0	0	0	0	0	0	0	0	0
CRELD1	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
C10orf82	ARHGAP19	1	0	0	0	0	0	0	0	0	0	0	0
C10orf82	INF2	1	0	0	0	0	0	0	0	0	0	0	0
C10orf82	MAL	1	0	0	0	0	0	0	0	0	0	0	0
C10orf82	VAT1L	0	0	0	0	1	0	0	0	0	0	0	0
C10orf82	GPR37L1	1	0	0	0	0	0	0	0	0	0	0	0
C10orf82	SH3TC2	1	0	0	0	0	0	0	0	0	0	0	0
HDAC11	PLA2G15	0	0	0	0	0	0	1	0	0	0	0	0
HDAC11	ERLIN2	0	1	0	0	0	0	0	0	0	0	0	0
HDAC11	AIFM1	0	1	0	0	0	0	0	0	0	0	0	0
HDAC11	DNAJB6	0	1	0	0	0	0	0	0	0	0	0	0
HDAC11	BEX3	0	0	1	0	0	0	0	0	0	0	0	0
HDAC11	MYCBP2	0	1	0	0	0	0	0	0	0	0	0	0
HDAC11	NIT1	0	0	0	0	0	0	0	0	0	0	0	1
HDAC11	INF2	1	0	1	0	0	0	0	0	0	0	0	0
HDAC11	CRELD1	0	0	0	0	0	1	0	0	0	0	0	0
HDAC11	HDAC11	0	1	0	0	0	0	0	0	0	0	0	0
SGCB	CYP26C1	0	0	0	1	0	0	0	0	0	0	0	0
SGCB	KHDC3L	0	0	0	1	0	0	0	0	0	0	0	0
SGCB	SPG11	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	C19orf12	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	ERLIN2	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	MFN1	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	SPTLC1	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	CDC73	0	0	0	0	1	0	0	0	0	1	0	0
SGCB	CYP2C19	0	0	0	1	0	0	0	0	0	0	0	0
SGCB	SPAST	0	0	0	0	1	0	0	0	0	0	0	0
SGCB	LMNA	0	0	0	1	0	0	0	0	0	0	0	0
SGCB	MTMR2	0	0	1	0	0	0	0	0	0	1	0	0
SGCB	DES	0	0	0	1	0	0	0	0	0	0	1	0
SGCB	SH3BP4	0	0	1	0	0	0	0	0	0	0	0	0
SGCB	RFC1	0	0	0	0	1	0	0	1	0	0	0	0
SGCB	DNAJB6	0	0	0	1	0	0	0	0	0	1	0	0
SGCB	WNK1	0	0	0	0	0	0	0	0	0	1	0	0
SGCB	SUCLA2	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	HEXA	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	BEX3	0	0	0	0	0	0	0	0	0	1	0	0
SGCB	SPG21	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	EGFR	0	0	1	0	0	0	0	0	0	0	0	0
SGCB	SUMO2	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	PAFAH1B1	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	AIMP1	0	0	0	0	1	0	0	0	0	0	0	0
SGCB	ATL1	1	0	0	0	0	0	0	0	0	0	0	0
SGCB	FLNC	0	0	0	1	0	0	0	0	0	0	0	0
SGCB	HACE1	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	CHP1	0	0	0	0	0	0	0	0	1	0	0	0
SGCB	RCAN2	0	0	1	0	0	0	0	0	0	0	0	0
SGCB	KLC2	0	0	0	0	0	0	0	0	0	1	0	0
SGCB	TUSC3	0	0	1	0	0	0	0	0	0	0	0	0
SGCB	TOM1L2	0	0	0	0	0	0	0	0	0	1	0	0
SGCB	DAG1	0	0	1	0	0	0	0	0	0	0	0	0
SGCB	OXR1	1	0	0	0	0	0	0	0	0	0	0	0
CADM3	RETREG1	0	0	0	0	0	0	0	0	1	0	0	0
CADM3	NEURL4	0	0	0	0	0	0	0	1	0	0	0	0
CADM3	ATP6AP1	0	0	0	0	0	0	0	1	0	0	0	0
CADM3	DNMT1	0	0	0	0	0	0	0	1	0	0	0	0
CADM3	GPI	0	0	0	0	0	0	0	1	0	0	0	0
CADM3	RNF4	0	1	0	0	0	0	0	0	0	0	0	0
CADM3	NTRK1	0	0	0	0	0	0	0	0	1	0	0	0
CADM3	NEFL	0	0	0	0	0	0	0	0	1	0	0	0
CADM3	TAFA5	1	0	0	0	0	0	1	0	0	0	0	0
CADM3	ARHGAP19	1	0	0	0	0	0	0	0	0	0	0	0
CADM3	GULP1	0	0	0	0	0	0	0	0	0	1	0	0
CADM3	KLC2	0	0	0	0	1	0	0	0	0	0	0	0
CADM3	SLC25A22	0	0	0	0	1	0	0	0	0	0	0	0
CADM3	MAL	1	0	0	0	0	0	0	0	0	1	1	0
CADM3	GPR37L1	1	0	0	0	0	0	0	0	0	0	0	0
CADM3	SCN9A	0	0	0	0	0	1	0	0	1	0	0	0
CADM3	C10orf82	1	0	0	0	0	0	0	0	0	1	0	0
NMNAT2	RETREG1	0	0	0	0	0	0	0	0	1	0	0	0
NMNAT2	PRPS1	0	0	0	0	0	0	0	1	0	0	0	0
NMNAT2	FRMPD4	0	0	0	0	1	0	0	0	0	0	0	0
NMNAT2	KIF17	0	0	0	0	1	0	0	0	0	0	0	0
NMNAT2	TGOLN2	0	0	0	0	0	0	0	1	0	0	0	0
NMNAT2	KIF1B	0	0	0	0	0	0	0	1	0	0	0	0
NMNAT2	MYCBP2	0	1	0	0	0	0	0	0	0	0	0	0
NMNAT2	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
NMNAT2	YWHAG	0	0	0	0	1	0	0	0	0	0	0	0
NMNAT2	NEFL	0	0	0	0	1	0	0	0	1	0	0	0
NMNAT2	APP	0	1	0	0	0	0	0	0	0	0	0	0
NMNAT2	RCAN2	1	0	0	0	0	0	0	0	0	0	0	0
NMNAT2	ANKH	0	0	0	0	0	0	0	1	0	0	0	0
NMNAT2	TUSC3	0	0	0	0	1	0	0	0	0	0	0	0
NMNAT2	SLC25A22	0	0	0	0	1	0	0	0	0	0	0	0
NMNAT2	ATP1A1	0	0	0	0	0	0	0	1	0	0	0	0
NMNAT2	CADM3	0	0	0	0	1	0	0	0	0	0	0	0
TAGLN2	GLB1	0	0	1	0	0	0	0	0	0	0	0	0
TAGLN2	PSAT1	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	CDC73	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	ATP6AP1	0	0	1	0	0	0	0	0	0	0	0	0
TAGLN2	GPI	0	0	0	0	0	0	0	0	0	0	0	1
TAGLN2	LMNA	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	HINT1	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	SH3BP4	0	0	0	0	0	0	0	1	0	0	0	0
TAGLN2	SOD1	0	1	0	0	0	0	0	0	0	0	0	1
TAGLN2	TRIM25	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	ECE1	0	0	0	0	0	0	0	1	0	0	0	0
TAGLN2	NXF1	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	CALM1	0	0	0	0	0	0	0	0	0	0	0	1
TAGLN2	SUMO2	0	1	0	0	0	0	0	0	0	0	0	1
TAGLN2	PINX1	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	LITAF	0	0	0	0	0	0	0	0	0	1	0	0
TAGLN2	ARL6IP1	0	0	0	0	0	0	0	0	0	0	0	1
TAGLN2	MOV10	0	1	0	0	0	0	0	1	0	0	0	0
TAGLN2	APP	0	1	0	0	0	0	0	0	0	0	0	0
TAGLN2	ARHGAP19	0	0	0	0	0	0	0	0	0	0	0	1
TAGLN2	PPP1CA	0	0	1	0	0	0	0	0	0	0	0	0
TAGLN2	STIP1	0	1	0	0	0	0	0	0	0	0	0	0
KIAA1841	FIG4	0	0	0	0	0	0	1	0	0	0	0	0
KIAA1841	SPTLC2	0	0	0	0	0	0	0	0	0	0	0	1
KIAA1841	MOV10	0	0	0	0	0	0	0	0	0	1	0	0
KIAA1841	APP	0	1	0	0	1	0	0	0	0	0	0	0
KIAA1841	ARHGAP19	0	0	0	0	0	0	0	0	0	1	0	0
KIAA1841	INF2	0	0	0	0	0	0	0	0	0	1	0	0
KIAA1841	GULP1	0	0	0	0	0	0	1	0	0	0	0	0
KIAA1841	PWWP3A	0	0	0	0	0	0	1	0	0	0	0	0
KIAA1841	GDAP1	0	0	0	0	0	0	0	1	0	0	0	0
KIAA1841	PLEKHG5	0	0	0	0	0	0	0	0	0	1	0	0
EZR	PSAT1	0	0	0	0	1	0	0	1	0	0	0	0
EZR	GOT2	0	0	0	0	0	0	0	0	0	0	0	1
EZR	DNMT1	0	0	0	0	0	0	0	0	0	0	0	1
EZR	PRPS1	0	0	1	0	0	0	0	0	0	0	0	0
EZR	LMNA	0	0	0	0	0	0	1	0	0	0	0	0
EZR	TDP1	0	0	1	0	0	0	0	0	0	0	0	1
EZR	SH3BP4	0	0	0	0	0	0	0	1	0	0	0	0
EZR	ESR2	0	1	0	0	0	0	0	0	0	0	0	0
EZR	AMFR	0	0	0	0	0	0	0	0	1	0	0	0
EZR	KARS	0	1	0	0	0	0	0	0	0	0	0	0
EZR	ELAVL1	0	1	0	0	0	0	0	0	0	0	0	0
EZR	TRIM25	0	1	0	0	0	0	0	0	0	0	0	0
EZR	ECE1	0	0	0	0	0	0	0	1	0	0	0	0
EZR	RNF4	0	0	1	0	0	0	0	0	0	0	0	0
EZR	TAB1	0	1	0	0	0	0	0	0	0	0	0	0
EZR	HEXA	0	1	0	0	0	0	0	0	0	0	0	0
EZR	YAP1	0	0	0	0	1	0	0	1	0	0	0	0
EZR	EGFR	0	1	0	0	1	0	0	0	0	0	0	0
EZR	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
EZR	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
EZR	YWHAZ	0	1	0	0	0	0	0	0	0	0	0	0
EZR	SLC9A3R1	0	1	0	0	0	0	0	0	0	0	0	0
EZR	ERBIN	0	1	0	0	0	0	0	0	0	0	0	0
EZR	RASSF5	0	0	0	0	0	0	1	0	0	0	0	0
EZR	PINX1	0	1	0	0	0	0	0	0	0	0	0	0
EZR	MOV10	0	0	0	0	0	0	0	1	0	0	0	0
EZR	CHP1	0	0	0	0	0	0	0	0	0	1	0	0
EZR	UTRN	0	1	0	0	0	0	0	0	0	0	0	0
EZR	GPR37L1	0	0	0	0	1	0	0	0	0	0	0	0
EZR	STIP1	0	1	0	0	0	0	0	0	0	0	0	1
EZR	ERBB2	0	1	0	0	1	0	0	0	0	0	0	0
EZR	HSPB8	0	0	0	0	0	0	0	1	0	0	0	0
EZR	TAGLN2	0	1	0	0	0	0	0	0	0	0	0	0
EZR	EZR	0	1	0	0	0	0	0	0	0	0	0	0
SORD	IARS2	0	0	0	0	0	0	0	0	0	0	0	1
SORD	SIGMAR1	0	0	1	0	0	0	0	0	0	0	0	0
SORD	DARS2	0	0	0	0	0	0	0	0	0	0	0	1
SORD	MFN1	0	0	0	0	0	0	0	0	0	0	0	1
SORD	GOT2	0	0	1	0	0	0	0	0	0	0	0	0
SORD	GPI	0	1	0	0	0	0	0	0	0	0	0	1
SORD	TDP1	0	0	0	0	0	0	0	0	0	1	0	0
SORD	HINT1	0	0	0	0	0	0	0	0	0	0	0	1
SORD	SPTLC2	0	0	0	0	0	0	0	0	0	1	0	0
SORD	SOD1	0	1	0	0	0	0	0	0	0	0	0	1
SORD	TRIM25	0	0	0	0	0	0	0	0	1	0	0	0
SORD	OSTF1	0	0	0	0	0	0	0	0	0	0	0	1
SORD	VCP	0	0	0	0	0	0	0	0	0	0	0	1
SORD	VRK1	0	0	0	0	0	0	0	0	0	0	0	1
SORD	STRAP	0	0	0	0	0	0	0	0	0	0	0	1
SORD	CALM1	0	0	0	0	0	0	0	0	0	0	0	1
SORD	SUMO2	0	1	0	0	0	0	0	0	0	0	0	1
SORD	YWHAQ	0	0	0	0	0	0	0	0	0	0	0	1
SORD	TRIM24	0	0	0	0	0	0	0	0	1	0	0	0
SORD	TPM3	0	0	0	0	0	0	0	0	0	0	0	1
SORD	NTRK1	0	1	0	0	0	0	0	0	0	0	0	0
SORD	YWHAZ	0	0	0	0	0	0	0	0	1	0	0	0
SORD	ARL6IP1	0	0	0	0	0	0	0	0	0	0	0	1
SORD	PPIP5K1	0	0	0	0	0	0	0	0	0	1	0	0
SORD	STIP1	0	0	0	0	0	0	0	0	1	0	0	0
SORD	HDAC11	1	0	0	0	0	0	0	0	0	0	0	0
SORD	SORD	0	1	0	0	0	0	0	0	0	0	0	0
MYSM1	SPG11	0	0	1	0	0	0	0	0	0	0	0	1
MYSM1	SRPK2	0	0	1	0	0	0	0	0	0	0	0	0
MYSM1	LMNA	0	1	0	0	0	0	0	0	0	0	0	0
MYSM1	WNK1	0	0	0	0	0	0	0	0	0	0	0	1
MYSM1	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
MYSM1	MCM3AP	0	0	0	0	0	0	1	0	0	0	0	0
MYSM1	HNRNPL	0	0	0	0	0	1	0	0	0	1	0	0
MYSM1	EP300	0	0	1	0	0	0	0	0	0	0	0	0
MYSM1	ERBIN	0	0	1	0	0	0	0	0	0	0	0	0
MYSM1	FLVCR1	1	0	0	0	0	0	0	0	0	0	0	0
MYSM1	HACE1	0	0	0	0	0	0	0	1	0	0	0	0
MYSM1	UTRN	0	0	1	0	0	0	0	0	0	0	0	0
MYSM1	OXR1	0	0	1	0	0	0	0	0	0	0	0	0
RLF	SETX	0	0	0	0	0	0	0	0	0	0	0	1
RLF	SRPK2	0	0	0	0	0	0	0	0	0	0	0	1
RLF	CDC73	0	0	0	0	0	0	0	0	0	0	0	1
RLF	RNF4	0	1	0	0	0	0	0	0	0	0	0	0
RLF	SUMO2	0	1	0	0	0	0	0	0	0	0	0	0
RLF	PAFAH1B1	0	0	0	0	0	0	0	0	0	0	0	1
RLF	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
RLF	FLVCR1	1	0	0	0	0	0	0	0	0	0	0	0
RLF	DDHD1	0	0	1	0	0	0	0	0	0	0	0	0
DRAXIN	NEFL	1	0	0	0	0	0	0	0	0	0	0	0
FGF5	CYP26C1	0	0	0	1	0	0	0	0	0	0	0	0
FGF5	KHDC3L	0	0	0	1	0	0	0	0	0	0	0	0
FGF5	CYP2C19	0	0	0	1	0	0	0	0	0	0	0	0
FGF5	NEFL	1	0	0	0	0	0	0	0	0	0	0	0
FGF5	DRAXIN	1	0	0	0	0	0	0	0	0	0	0	0
NEFM	NEFH	0	1	0	0	1	0	0	0	0	1	1	0
NEFM	GAN	0	1	0	0	0	0	0	0	0	0	0	0
NEFM	DES	0	1	0	0	0	0	0	0	0	0	0	0
NEFM	NEFL	0	1	0	0	0	0	0	0	0	0	0	0
NEFM	GDAP1	0	0	0	0	0	0	0	0	0	0	1	0
NEFM	VAT1L	0	0	0	0	0	0	0	0	0	1	0	0
NEFM	DRAXIN	1	0	0	0	0	0	0	0	0	0	0	0
SPTBN4	GPI	0	0	0	0	1	0	0	0	0	0	0	0
SPTBN4	FRMPD4	0	0	0	0	1	0	0	0	0	0	0	0
SPTBN4	KIF17	0	0	0	0	1	0	0	0	0	0	0	0
SPTBN4	NXF1	0	0	0	0	0	0	0	1	0	0	0	0
SPTBN4	BEX3	0	0	0	0	0	0	0	0	0	1	0	0
SPTBN4	HNRNPL	0	1	0	0	0	0	0	0	0	0	0	0
SPTBN4	CAMK2A	0	0	0	0	0	1	0	0	0	0	0	0
SPTBN4	SPTAN1	0	1	0	0	0	0	0	0	0	0	0	0
SPTBN4	MAP1A	0	0	0	0	0	0	0	0	1	0	0	0
SPTBN4	ARHGAP19	1	0	0	0	0	0	0	0	0	0	0	0
SPTBN4	GJC2	0	0	0	0	0	0	0	0	0	1	0	0
SPTBN4	MME	1	0	0	0	0	0	0	0	0	0	0	0
SPTBN4	KLC2	0	0	0	0	1	0	0	0	0	1	0	0
SPTBN4	PWWP3A	0	0	0	0	0	0	0	1	0	0	0	0
SPTBN4	SLC25A22	0	0	0	0	1	0	0	0	0	0	0	0
SPTBN4	PLEKHG5	1	0	0	0	0	0	0	0	0	0	0	0
SPTBN4	GPR37L1	1	0	0	0	0	0	0	0	0	0	0	0
SPTBN4	GJB1	1	0	0	0	0	0	0	0	0	0	0	0
SPTBN4	SH3TC2	1	0	0	0	0	0	0	0	0	0	0	0
SPTBN4	ERBB2	0	1	0	0	0	0	0	0	0	0	0	0
SPTBN4	CADM3	0	0	0	0	1	0	0	0	0	0	0	0
SPTBN4	NMNAT2	0	0	0	0	1	0	0	0	0	0	0	0
MPZ	SPG11	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	FAM126A	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	C19orf12	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SYT2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	GNB4	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	AFG3L2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	JPH1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SIGMAR1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	DCAF8	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	ERLIN2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	MFN2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SETX	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	MORC2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	GBA2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	DYNC1H1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	YARS	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	DARS2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SACS	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SPTLC1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	GARS	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	GAN	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	PRPS1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	TDP1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	AARS	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	MTMR2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	POLG	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SLC5A7	0	0	0	1	0	0	0	0	0	1	0	0
MPZ	FBXO38	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	HSPB3	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	KIF1B	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	KARS	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	TFG	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	RAB7A	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	FXN	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SPG21	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	TPM3	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	DNM2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	APTX	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	NEFL	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	PINX1	0	1	0	0	0	0	0	0	0	0	0	0
MPZ	ATL1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	LITAF	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	FLVCR1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	SLC12A6	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	ARHGAP19	1	0	0	0	0	0	0	0	0	0	0	0
MPZ	INF2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	GJC2	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	MME	1	0	0	0	0	0	0	0	0	0	0	0
MPZ	DDHD1	0	0	0	1	0	0	0	0	0	0	0	0
MPZ	GDAP1	0	0	0	1	0	0	0	0	0	0	0	0
