V1	V2	MP.tsv	ppi.tsv	coex_HRV.tsv	coex_ATT.tsv	coex_STM.tsv	HP.tsv	drugs_KEGG.tsv	coex_CLT.tsv	coex_HRA.tsv	coex_ATA.tsv	coex_EMC.tsv	co-essential.tsv	coex_ARG.tsv	coex_KDN.tsv	coex_ADS.tsv	coex_VGN.tsv	coex_GEJ.tsv	coex_ITI.tsv	coex_WBL.tsv	coex_BRB.tsv	coex_THY.tsv
FLNA	FLNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	CALM3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	CALM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	TECRL	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	SCN3B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	GPD1L	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	RPL3L	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	CASQ2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	MYL4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	CACNB2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	KCNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	MYH7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	ANK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	ACTC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	CACNA1C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	DSP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	KCND3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	KCND3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	KCND3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	ACTN2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	HCN4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	PRKAG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	JPH2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	SCN4B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	TNNC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	MYPN	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	CALM1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	AKAP9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	RYR2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	KCNA5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	BAG3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	JUP	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	TTN	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCN5A	SCN5A	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	CALR3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	COX15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	CACNB2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
TPM1	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TPM1	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	ANK2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	ACTC1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	ACTN2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	SYNE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TPM1	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	TNNC1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	MYPN	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	CALM1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TPM1	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	RYR2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0
TPM1	BAG3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TPM1	TTN	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	FLNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	SCN5A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1	TPM1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLK	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLK	MRPL44	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
DOLK	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLK	PSEN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOLK	BAG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DOLK	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOLK	PSEN2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
DOLK	KCNA5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	TMEM168	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMPO	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	MRPL3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TMPO	COX15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	LMNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	LMNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	ACTC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	ACTN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	MYPN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	BAG3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	TTN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	SCN5A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	TPM1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	DOLK	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	CALM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	VEZF1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TMEM43	SCN3B	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	PSEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TMEM43	ANK2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	LMNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	HCN4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	PRKAG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TMEM43	SCN4B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	CALM1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TMEM43	RAF1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
TMEM43	KCNA5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	ILK	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TMEM43	TTN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM43	SCN5A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	HACD1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	CASQ2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	CACNB2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	EYA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	ACTC1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	CACNA1C	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	DSP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	ACTN2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	CAP2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	JPH2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	PLN	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	MYPN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	RYR2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	ILK	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	BAG3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	JUP	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	TTN	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	SCN5A	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	TPM1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	TMPO	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	CASQ2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	ACTC1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	ACTN2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	MYPN	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	BAG3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	TTN	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	SCN5A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	TPM1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	DOLK	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	TMPO	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD1	RBM20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	TECRL	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	GPD1L	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	CASQ2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
FHOD3	CACNB2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FHOD3	PRDM16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FHOD3	ANK2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
FHOD3	ACTC1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	CACNA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
FHOD3	DSP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	DMD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FHOD3	KCND3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	ACTN2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	CAP2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	PRKAG2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
FHOD3	JPH2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	SYNE1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
FHOD3	TNNC1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	MYPN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	RYR2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	ILK	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
FHOD3	TTN	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	FLNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
FHOD3	SCN5A	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	TPM1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
FHOD3	RBM20	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	CALM2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	GPD1L	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	CALR3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	MYL3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	MRPL44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	CACNB2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	KCNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	PSEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DSC2	ANK2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	DSP	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	KCND3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	DSG2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	PRKAG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	JPH2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	RYR2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	KCNA5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	JUP	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	SCN5A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC2	DSC2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	ACTC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	ACTN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	MYPN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	TPM1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	TMPO	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	RBM20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAZ	ANKRD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	VEZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NEXN	GATAD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	CACNB2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
NEXN	MYH7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	LAMA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NEXN	ACTC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	CACNA1C	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0
NEXN	DMD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	DSG2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	ACTN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	SYNE1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	PLN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	TNNC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	MYPN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	CALM1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	PSEN2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	RYR2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
NEXN	BAG3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NEXN	TTN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	FLNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	SCN5A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	TPM1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	TMPO	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	TMEM43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NEXN	RBM20	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
NEXN	ANKRD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	FHOD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
NEXN	TAZ	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF20A	TMPO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AARS2	MRPL3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AARS2	SCO2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AARS2	COX15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AARS2	MRPL44	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AARS2	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AARS2	SYNE1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AARS2	TMPO	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AARS2	TAZ	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	TECRL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	RPL3L	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	MYL3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LMOD2	ACTC1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	TTN	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	SCN5A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	ANKRD1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LMOD2	NEXN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPK3	HACD1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
