V1	V2	coex_BRO.tsv	HP.tsv	coex_THY.tsv	ppi.tsv	coex_BRB.tsv	coex_LCL.tsv	coex_HRA.tsv	coex_WBL.tsv	coex_LNG.tsv	coex_ARG.tsv	coex_PIT.tsv	coex_MSG.tsv
LMNA	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	SEMA3E	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	ORAI1	1	0	0	0	1	0	0	0	0	0	0	0
LMNA	FAT4	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	RYR1	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	PNP	1	0	0	0	0	0	0	0	0	0	0	1
LMNA	RAD50	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	IRF7	1	0	0	0	1	0	0	0	0	0	0	0
LMNA	SP140L	1	0	0	0	0	0	0	0	0	0	0	0
LMNA	PRPF8	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	TNXB	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	CHD7	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	HDGFL2	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	TNIP2	1	0	0	0	1	0	0	0	0	0	0	0
LMNA	STAT3	1	0	0	0	1	0	0	0	0	0	0	0
LMNA	REEP4	1	0	0	0	0	0	0	0	0	0	0	0
LMNA	NSD1	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	MCM7	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	STIM1	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	BRAF	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	ATP7A	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	MYSM1	0	0	0	1	0	0	0	0	0	0	0	0
LMNA	SELENON	0	1	0	0	0	0	0	0	0	0	0	0
LMNA	TGFBR2	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	GINS4	0	0	0	0	0	1	0	0	0	0	0	0
RECQL4	MCM10	0	0	0	0	0	1	0	0	0	0	0	0
RECQL4	RNU4ATAC	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	CDCA7	0	0	0	0	0	0	0	1	0	0	0	0
RECQL4	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	RMRP	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	SEMA3E	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	FAT4	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	SLC19A1	0	0	0	0	0	1	0	0	0	0	0	0
RECQL4	KIAA0895L	0	0	0	0	0	0	0	0	0	0	0	1
RECQL4	CCBE1	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	CHD7	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	REEP4	0	0	0	0	0	0	0	0	0	1	0	0
RECQL4	NSD1	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	MCM7	0	0	0	0	0	1	0	1	0	0	0	0
RECQL4	KMT2D	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	BRAF	0	1	0	0	0	0	0	0	0	0	0	0
RECQL4	CORO1A	0	0	0	0	0	1	0	0	0	0	0	0
IL6R	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
IL6R	SLC19A1	0	0	0	0	0	0	0	1	0	0	0	0
IL6R	PNP	1	0	0	0	1	0	0	0	0	0	0	0
IL6R	IRF7	1	0	0	0	1	0	0	0	0	0	0	0
IL6R	SP140L	1	0	0	0	1	0	0	0	0	0	0	0
IL6R	STAT5B	0	0	0	0	0	0	0	1	0	0	0	0
IL6R	AFF1	0	0	0	0	1	0	0	0	0	0	0	0
IL6R	KCTD10	0	0	0	0	0	0	0	0	0	0	0	1
IL6R	TNIP2	1	0	0	0	1	0	0	0	0	0	0	0
IL6R	STAT3	1	0	0	1	1	0	0	0	1	0	0	0
IL6R	PRKCD	0	0	0	0	0	0	0	1	0	0	0	0
IL6R	TGFBR2	1	0	0	0	0	0	0	0	0	0	0	0
IL6R	LMNA	1	0	0	0	1	0	0	0	0	0	0	0
BACH1	FAT4	0	0	0	0	1	0	0	0	0	0	0	0
BACH1	LIG4	0	0	0	0	0	0	0	1	0	0	0	0
BACH1	PHACTR4	0	0	0	0	0	0	0	0	0	0	0	1
BACH1	MCMBP	0	0	0	0	0	0	0	0	0	0	0	1
BACH1	SP140L	1	0	0	0	1	0	0	0	0	0	0	0
BACH1	PRKX	0	0	0	0	0	0	0	0	0	0	0	1
BACH1	AFF1	0	0	0	0	1	0	0	0	0	0	0	0
BACH1	KCTD10	0	0	0	0	0	0	0	0	0	0	0	1
BACH1	STAT6	0	0	0	0	0	0	0	0	0	0	1	0
BACH1	CHD7	0	0	0	0	0	0	0	0	1	0	0	0
BACH1	OTUD4	0	0	0	0	0	0	0	0	1	0	0	0
BACH1	ATP7A	1	0	0	0	0	0	0	1	0	0	0	0
BACH1	TGFBR2	1	0	0	0	1	0	0	0	0	0	0	0
BACH1	IL6R	1	0	0	0	1	0	0	0	0	0	0	0
DNMT1	GINS1	0	0	0	0	0	1	0	0	0	0	0	0
DNMT1	POP4	0	0	0	0	0	0	0	0	0	0	1	0
DNMT1	GINS4	0	0	0	0	0	1	0	0	0	0	0	0
DNMT1	MCM10	0	0	0	0	0	1	0	0	0	0	0	0
DNMT1	HNRNPL	0	0	0	0	0	0	0	0	0	0	1	0
DNMT1	RNF168	0	0	0	0	0	0	0	0	0	0	0	1
DNMT1	HELLS	0	0	0	1	0	0	0	0	0	0	0	0
DNMT1	ZAP70	0	0	0	0	0	0	0	1	0	0	0	0
DNMT1	DNMT3B	0	0	0	1	0	0	0	0	0	0	0	0
DNMT1	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
DNMT1	EXT2	0	0	0	0	0	0	0	1	0	0	0	0
DNMT1	ATRX	0	0	0	0	0	0	0	0	0	0	1	0
DNMT1	IKBKG	0	0	0	0	0	0	1	0	0	0	0	0
DNMT1	SLC19A1	0	0	0	0	0	1	0	0	0	0	0	0
DNMT1	CARD11	0	0	0	0	0	0	0	1	0	0	0	0
DNMT1	MCMBP	0	0	0	0	0	0	0	0	0	0	0	1
DNMT1	NSMCE3	0	0	0	0	0	0	0	1	0	0	0	0
DNMT1	PRKX	0	0	0	0	0	0	0	1	0	0	0	0
DNMT1	STAT5B	0	0	0	0	0	0	0	0	0	0	1	0
DNMT1	KCTD10	0	0	0	0	0	0	0	0	0	0	0	1
DNMT1	HDGFL2	0	0	0	0	0	0	0	0	0	0	1	0
DNMT1	TNIP2	0	0	0	1	0	0	0	0	0	0	0	1
DNMT1	STAT3	0	0	0	1	0	0	0	0	0	0	0	0
DNMT1	NSD1	0	0	0	0	0	0	0	0	0	1	0	0
DNMT1	KMT2D	0	0	0	0	0	0	0	0	0	1	0	0
DNMT1	KMT2A	0	0	0	0	0	0	0	1	0	0	0	0
DNMT1	CORO1A	0	0	0	0	0	1	0	0	0	0	0	0
DNMT1	SELENON	0	0	0	0	0	0	1	0	0	0	0	0
DNMT1	RECQL4	0	0	0	0	0	1	0	0	0	0	0	0
DNMT1	IL6R	0	0	0	0	0	0	0	0	0	0	0	1
TERF1	POP4	0	0	0	0	0	0	0	0	0	1	0	0
TERF1	TERF2	0	0	0	1	0	0	0	0	0	1	0	0
TERF1	SMARCAL1	0	0	0	0	0	0	0	0	0	0	1	0
TERF1	TBX1	0	0	0	1	0	0	0	0	0	0	0	0
TERF1	BLM	0	0	0	1	0	0	0	0	0	0	0	0
TERF1	RAD50	0	0	0	1	0	0	0	0	0	0	0	0
TERF1	MCMBP	0	0	0	0	0	0	0	0	0	1	0	0
TERF1	NSMCE3	0	0	0	0	0	0	0	1	0	0	0	1
TERF1	TARSL2	0	0	0	0	0	0	0	0	0	0	1	0
TERF1	ATF7IP	0	0	0	0	0	0	0	0	0	0	1	0
TERF1	HDGFL2	0	0	0	1	0	0	0	0	0	1	0	0
TERF1	MCM7	0	0	0	1	0	0	0	0	0	0	0	0
TERF1	BRAF	0	0	0	1	0	0	0	0	0	0	0	0
TERF1	RECQL4	0	0	0	1	0	0	0	0	0	0	0	0
UBE4B	POP4	0	0	0	0	0	0	0	0	0	0	0	1
UBE4B	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
UBE4B	SMARCAL1	0	0	0	0	0	0	0	0	0	1	0	0
UBE4B	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
UBE4B	ATRX	0	0	0	0	0	0	0	0	0	1	0	0
UBE4B	LIG4	0	0	0	0	0	0	0	0	0	1	0	0
UBE4B	EPG5	1	0	0	0	0	0	1	0	0	0	1	0
UBE4B	TARSL2	0	0	0	0	0	0	1	0	0	0	0	0
UBE4B	PRPF8	0	0	0	0	0	1	0	0	0	0	0	0
UBE4B	CTBP2	0	0	0	0	0	0	0	1	0	0	0	0
UBE4B	AFF1	0	0	0	0	0	0	0	0	0	1	0	0
UBE4B	STAT6	0	0	0	0	0	0	0	0	0	0	0	1
UBE4B	KMT2D	0	0	0	0	0	0	0	1	0	0	0	0
UBE4B	SGPL1	0	0	0	0	0	0	0	0	0	0	0	1
UBE4B	KMT2A	0	0	0	0	0	0	0	0	0	0	1	0
ATM	TERF2	0	0	0	1	0	0	0	0	0	0	0	0
ATM	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
ATM	SMARCAL1	0	0	0	0	0	0	0	0	0	0	1	0
ATM	ZAP70	0	1	0	0	0	0	0	0	0	0	0	0
ATM	ICOS	0	1	0	0	0	0	0	0	0	0	0	0
ATM	CD19	0	1	0	0	0	0	0	0	0	0	0	0
ATM	CR2	0	1	0	0	0	0	0	0	0	0	0	0
ATM	TNFRSF13B	0	1	0	0	0	0	0	0	0	0	0	0
ATM	ATRX	0	0	0	0	0	1	0	1	0	0	0	0
ATM	IKBKG	0	0	0	1	0	0	0	0	0	0	0	0
ATM	MBD5	0	0	0	0	0	1	0	0	1	0	0	0
ATM	BLM	0	0	0	1	0	0	0	0	0	0	0	0
ATM	LIG4	0	0	0	1	0	0	0	0	0	1	0	0
ATM	PHACTR4	1	0	0	0	0	0	0	0	0	0	0	0
ATM	PNP	0	1	0	0	0	0	0	0	0	0	0	0
ATM	RAD50	0	0	0	1	0	0	0	0	0	0	0	0
ATM	TARSL2	1	0	0	0	0	0	0	0	0	0	0	0
ATM	SP140L	0	0	1	0	0	0	0	0	0	0	0	1
ATM	PRPF8	0	0	0	0	0	0	0	0	0	0	1	0
ATM	AFF1	0	0	0	0	0	1	0	0	0	0	0	0
ATM	HDGFL2	0	0	0	0	0	0	0	0	0	1	0	0
ATM	NSD1	0	0	0	0	0	0	0	0	0	1	0	0
ATM	PCF11	0	0	0	0	0	0	0	0	0	0	1	0
ATM	TNFRSF13C	0	1	0	0	0	0	0	0	0	0	0	0
ATM	OTUD4	0	0	0	0	0	0	0	1	0	0	1	0
ATM	ATP7A	1	0	0	0	0	0	0	0	0	0	0	0
ATM	MYSM1	0	0	0	0	0	1	0	1	0	0	0	0
ATM	TERF1	0	0	0	1	0	0	0	0	0	1	0	0
KDM6A	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
KDM6A	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
KDM6A	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	SEMA3E	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	PHACTR4	1	0	0	0	0	0	0	0	0	0	0	0
KDM6A	PRKX	0	0	0	0	0	1	0	0	0	0	0	0
KDM6A	CCBE1	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	AFF1	1	0	0	0	0	0	0	1	0	0	0	0
KDM6A	CHD7	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	NSD1	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	KMT2D	0	1	0	1	0	0	0	0	0	0	0	0
KDM6A	PCF11	0	0	0	0	0	0	0	1	0	0	0	0
KDM6A	BRAF	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	ATP7A	0	0	0	0	0	0	0	1	0	0	0	0
KDM6A	MYSM1	0	0	0	0	0	0	0	1	0	0	0	0
KDM6A	LMNA	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	RECQL4	0	1	0	0	0	0	0	0	0	0	0	0
KDM6A	ATM	1	0	0	0	0	0	0	0	0	0	0	0
SLC39A4	ZAP70	0	1	0	0	0	0	0	0	0	0	0	0
SLC39A4	SELENON	0	0	0	1	0	0	0	0	0	0	0	0
LIMD2	IKZF3	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	IL21R	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	ICOS	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	CD19	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	CDCA7	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	CD3G	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	CD28	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	CTLA4	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	TNFRSF13B	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	CARD11	0	0	1	0	0	0	0	0	0	0	1	0
LIMD2	IRF7	0	0	0	0	0	1	0	0	0	0	0	0
LIMD2	SP140L	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	TNFRSF13C	0	0	1	0	0	0	0	0	0	0	0	0
LIMD2	RECQL4	0	0	0	0	1	0	0	0	0	0	0	0
PIK3R1	IKZF3	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	ZAP70	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	ICOS	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	CD19	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	DNMT3B	0	1	0	0	0	0	0	0	0	0	0	0
PIK3R1	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	CD79B	0	1	0	0	0	0	0	0	0	0	0	0
PIK3R1	CD28	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	CTLA4	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	FLT3	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
PIK3R1	NSMCE3	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	PRKX	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	AFF1	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	STAT3	0	1	0	1	0	0	0	0	0	0	0	0
PIK3R1	KMT2A	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	TGFBR2	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	TERF1	0	0	0	0	0	0	0	1	0	0	0	0
E2F5	USP49	0	0	0	0	0	0	0	0	1	0	1	0
E2F5	KIAA0895L	0	0	0	0	0	0	0	0	0	1	0	0
E2F5	LRCH3	0	0	0	0	0	0	0	0	0	0	1	0
E2F5	TARSL2	0	0	0	0	0	0	0	1	0	0	0	0
E2F5	SP140L	0	0	0	0	0	0	0	0	0	0	0	1
E2F5	KCTD10	0	0	0	0	0	0	0	0	0	0	1	0
E2F5	SETD5	0	0	0	0	0	0	0	0	1	0	0	0
E2F5	KMT2D	0	0	0	1	0	0	0	0	0	0	0	0
E2F5	PCF11	0	0	0	0	0	0	0	0	0	0	1	0
E2F5	OTUD4	0	0	1	0	0	0	0	0	0	1	1	0
E2F5	ATM	0	0	0	0	0	0	0	0	0	0	1	1
APP	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
APP	MCM10	0	0	0	1	0	0	0	0	0	0	0	0
APP	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
APP	HELLS	0	0	0	1	0	0	0	0	0	0	0	0
APP	ZAP70	0	0	0	1	0	0	0	0	0	0	0	0
APP	CDCA7	0	0	0	1	0	0	0	0	0	0	0	0
APP	SIN3A	0	0	0	0	0	0	0	0	0	1	0	0
APP	CASP8	0	0	0	1	0	0	0	0	0	0	0	0
APP	SEMA3E	0	0	0	0	0	0	0	0	0	0	0	1
APP	ATRX	0	0	0	0	0	0	0	0	0	1	1	0
APP	MBD5	0	0	0	0	0	0	0	0	0	1	0	0
APP	PHACTR4	0	0	0	1	0	0	0	0	0	0	0	0
APP	TRIM52	0	0	0	1	0	0	0	0	0	0	0	0
APP	TCN2	0	0	0	1	0	0	0	0	0	0	1	0
APP	SP140L	0	0	0	1	0	0	0	0	0	0	0	0
APP	EPS8L2	0	0	0	1	0	0	0	0	0	0	0	0
APP	CTBP2	0	0	0	1	0	0	0	0	0	0	0	1
APP	STAT5B	0	0	0	1	0	0	0	0	0	0	0	0
APP	AFF1	0	0	0	0	0	0	0	0	0	1	0	0
APP	TNXB	0	0	0	1	0	0	0	0	0	0	0	0
APP	TNIP2	0	0	0	1	0	0	0	0	0	0	0	0
APP	MCM7	0	0	0	1	0	0	0	0	0	0	0	0
APP	STIM1	0	0	0	0	0	0	0	0	0	1	0	0
APP	PRKCD	0	0	0	1	0	0	0	0	0	0	0	0
APP	ATP7A	0	0	0	0	0	0	0	0	0	1	0	0
APP	SELENON	0	0	0	0	0	0	0	0	0	0	0	1
APP	TGFBR2	0	0	0	1	0	0	0	0	0	0	0	0
TP53	POP4	0	0	0	0	0	0	0	0	0	0	1	0
TP53	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
TP53	SMARCAL1	0	0	0	1	0	0	0	1	0	0	0	1
TP53	FOXN1	0	0	0	1	0	0	0	0	0	0	0	0
TP53	SIN3A	0	0	0	1	0	0	0	0	0	0	0	0
TP53	CR2	0	0	0	1	0	0	0	0	0	0	0	0
TP53	CASP8	0	0	0	1	0	0	0	0	0	0	0	0
TP53	ATRX	0	0	0	1	0	0	0	0	0	0	0	0
TP53	FLT3	0	1	0	0	0	0	0	0	0	0	0	0
TP53	ORAI1	1	0	0	0	1	0	1	0	0	0	0	0
TP53	BLM	0	0	0	1	0	0	0	0	0	0	0	0
TP53	USP49	0	0	0	0	0	0	0	0	0	1	0	0
TP53	ZNF783	0	0	0	0	0	0	0	1	0	0	0	0
TP53	PNP	0	0	0	1	0	0	0	0	0	0	0	0
TP53	IRF7	0	0	0	1	0	0	0	0	0	0	0	0
TP53	PRKX	0	0	0	0	0	0	0	0	0	0	1	0
TP53	PFAS	0	0	1	0	0	0	1	0	0	0	0	0
TP53	KCTD10	0	0	0	0	0	0	0	0	0	0	0	1
TP53	STAT6	0	0	0	1	0	0	0	0	0	0	0	1
TP53	ATF7IP	0	0	0	0	0	0	0	0	0	1	0	0
TP53	TNIP2	0	0	0	0	1	0	0	0	0	0	0	0
TP53	STAT3	1	0	0	0	1	0	0	0	0	0	1	0
TP53	PRKCD	0	0	0	1	0	0	0	0	0	0	0	0
TP53	SGPL1	0	0	0	0	0	0	0	0	0	0	0	1
TP53	KMT2A	0	0	0	1	0	0	0	0	0	0	0	0
TP53	SELENON	0	0	0	0	0	0	1	0	0	0	0	0
TP53	CRTC2	0	0	0	1	0	0	0	0	0	0	0	0
TP53	LMNA	0	0	0	1	0	0	0	0	0	0	0	0
TP53	IL6R	0	0	0	0	1	0	0	0	0	0	0	0
TP53	BACH1	0	0	0	1	0	0	0	0	0	0	0	0
TP53	DNMT1	0	0	0	1	0	0	1	0	0	0	0	1
TP53	UBE4B	0	0	0	1	0	0	0	0	0	0	0	1
TP53	ATM	0	0	0	1	0	0	0	0	0	0	0	0
TP53	KDM6A	0	0	0	1	0	0	0	0	0	0	0	0
PMS2	SMARCAL1	0	0	0	0	0	0	0	0	0	1	0	0
PMS2	XRCC4	0	0	0	0	0	0	0	0	0	1	0	0
PMS2	ERCC6L2	0	0	0	0	0	1	0	0	0	0	0	0
PMS2	EPG5	0	0	0	0	0	0	0	0	0	1	0	0
PMS2	AFF1	0	0	0	0	0	0	0	0	0	1	0	0
PMS2	ATF7IP	0	0	0	0	0	0	0	0	0	1	0	1
PMS2	NSD1	0	0	0	0	0	1	0	0	0	1	0	1
PMS2	TGFBR2	0	1	0	0	0	0	0	0	0	0	0	0
PMS2	LMNA	0	0	0	1	0	0	0	0	0	0	0	0
PMS2	UBE4B	0	0	0	0	0	0	0	0	0	1	0	0
PMS2	TP53	0	1	0	0	0	0	0	0	0	0	0	0
TRIM25	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	IKZF3	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	ILF3	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	HELLS	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	RNU4ATAC	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	SIN3A	0	0	0	1	0	1	0	0	0	0	0	0
TRIM25	CTLA4	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	TFG	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	TBX1	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	SLC19A1	0	0	0	0	0	0	0	0	0	0	0	1
TRIM25	PHACTR4	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	PFAS	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	PRPF8	0	0	0	1	0	1	0	0	0	0	0	0
TRIM25	CTBP2	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	STAT5B	0	0	0	1	0	0	0	1	0	0	0	0
TRIM25	AFF1	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	CHD7	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	STAT3	0	0	0	1	0	0	0	1	0	0	0	0
TRIM25	NSD1	0	0	0	1	0	1	0	0	0	0	0	0
TRIM25	MCM7	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	PRKCD	0	0	0	0	0	0	0	1	0	0	0	0
TRIM25	TGFBR2	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	CRTC2	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	LMNA	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	IL6R	0	0	0	0	0	0	0	1	0	0	0	0
TRIM25	UBE4B	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	ATM	0	0	1	0	0	0	0	0	0	0	0	0
TRIM25	APP	0	0	0	1	0	0	0	0	0	0	0	0
TRIM25	PMS2	0	0	0	0	0	1	0	0	0	0	0	0
ZNF341	SLC19A1	0	0	0	0	0	0	0	1	0	0	0	0
ZNF341	KIAA0895L	0	0	0	0	0	0	0	0	0	1	0	0
ZNF341	STAT6	0	0	0	0	0	0	0	0	0	0	0	1
ZNF341	REEP4	0	0	0	0	0	0	1	0	0	0	0	0
ZNF341	SPRYD3	0	0	0	0	0	0	0	1	0	0	0	0
ZNF341	CORO1A	0	0	0	0	0	0	0	1	0	0	0	0
ZNF341	RECQL4	1	0	1	0	0	0	1	0	0	0	0	0
ZNF341	E2F5	0	0	0	0	0	0	0	0	0	1	0	0
TEX2	POP4	0	0	0	0	0	0	0	0	0	0	1	0
TEX2	TERF2	0	0	0	0	0	0	0	0	0	1	0	0
TEX2	BLM	0	0	0	0	0	0	0	1	0	0	0	0
TEX2	TARSL2	1	0	0	0	0	0	0	0	0	0	0	0
TEX2	PRPF8	0	0	0	0	0	0	1	0	0	0	0	0
TEX2	STAT5B	0	0	0	0	0	0	0	0	0	1	0	0
TEX2	STAT6	0	0	0	0	0	0	0	0	0	1	0	0
TEX2	STAT3	0	0	0	0	0	0	0	0	0	0	1	0
TEX2	APP	0	0	0	1	0	0	0	0	0	0	0	0
TEX2	TP53	0	0	0	0	0	0	0	0	0	0	1	0
TEX2	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
PHF21A	HNRNPL	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	ILF3	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	SIN3A	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	EXT2	0	1	0	0	0	0	0	0	0	0	0	0
PHF21A	MBD5	0	0	0	0	0	1	0	0	0	0	0	0
PHF21A	SLC19A1	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	USP49	0	0	0	0	0	0	1	0	1	0	0	1
PHF21A	EPG5	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	AFF1	0	0	0	0	0	1	0	0	0	0	0	0
PHF21A	STAT6	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	CHD7	0	0	0	0	0	0	0	0	0	0	1	0
PHF21A	HDGFL2	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	TNIP2	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	STAT3	0	0	0	0	0	0	0	1	0	0	0	1
PHF21A	MCM7	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	KMT2D	0	0	0	0	0	0	0	0	0	0	1	0
PHF21A	STIM1	0	0	0	0	0	1	0	0	0	0	0	0
PHF21A	PRKCD	0	0	0	0	0	0	0	1	0	0	0	0
PHF21A	SGPL1	1	0	0	0	0	0	0	0	0	0	0	0
PHF21A	OTUD4	0	0	0	0	0	0	0	0	0	0	0	1
PHF21A	ATM	0	0	0	0	0	1	0	0	0	0	0	0
PHF21A	E2F5	0	0	0	0	0	0	0	0	1	0	0	0
PHF21A	TRIM25	0	0	0	0	0	0	0	1	0	0	0	0
CALCOCO2	POP4	0	0	0	0	0	0	0	0	0	1	1	0
CALCOCO2	TERF2	0	0	0	0	0	0	0	0	0	1	0	0
CALCOCO2	MCM10	0	0	0	1	0	0	0	0	0	0	0	0
CALCOCO2	HNRNPL	0	0	0	0	0	0	0	0	0	0	1	0
CALCOCO2	RNF168	0	0	0	0	0	0	0	0	0	0	0	1
CALCOCO2	TFG	0	0	0	0	0	0	0	1	0	0	0	0
CALCOCO2	ATRX	0	0	0	0	0	0	0	0	0	0	1	0
CALCOCO2	IKBKG	0	0	0	1	0	0	0	0	0	0	0	0
CALCOCO2	PHACTR4	1	0	0	0	0	0	0	0	0	0	0	0
CALCOCO2	MCMBP	1	0	0	0	0	0	0	0	0	1	0	0
CALCOCO2	LRCH3	0	0	0	0	0	0	0	0	0	1	0	0
CALCOCO2	PRKX	1	0	0	0	0	0	0	0	0	0	0	0
CALCOCO2	CTBP2	0	0	0	0	1	0	0	0	0	0	0	0
CALCOCO2	STAT5B	0	0	0	0	0	0	0	0	0	0	1	0
CALCOCO2	STAT6	0	0	0	0	0	0	0	0	0	1	0	0
CALCOCO2	HDGFL2	0	0	0	0	0	0	0	0	0	1	1	0
CALCOCO2	STAT3	1	0	0	0	1	0	0	0	0	0	1	0
CALCOCO2	SGPL1	1	0	0	0	0	0	0	0	0	0	0	0
CALCOCO2	IL6R	0	0	0	0	0	0	0	0	0	0	0	1
CALCOCO2	DNMT1	0	0	0	0	0	0	0	0	0	0	1	0
CALCOCO2	TERF1	0	0	0	0	0	0	0	0	0	1	0	0
CALCOCO2	UBE4B	0	0	0	0	0	0	1	0	0	0	0	0
CALCOCO2	TEX2	0	0	0	0	0	0	0	0	0	0	1	1
DIAPH1	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
